=== أصناف الشركة المذكورة في قائمة الأسعار (PDF) وليست مسجلة في السيستم ===
إجمالي الأصناف المفقودة: 605 صنف من أصل 838 صنف بالملف.

--------------------------------------------------
1. منتجات BR المفقودة (إجمالي 244 صنف):
--------------------------------------------------
 - [كود: 361030013] 1/2 25تى بسن خارجىBR | السعر: 193.25
 - [كود: 361030014] 3/4 25تى بسن خارجىBR | السعر: 260.25
 - [كود: 361030203] " 2/1 25تى مزدوج سن داخلىBR | السعر: 286.75
 - [كود: 361040001] 3/4 20تى محبسBR | السعر: 156.25
 - [كود: 361040003] 3/4 32تى محبس BR 356.50 | السعر: غير محدد
 - [كود: 361040011] بسوكت1/220واى فلتر BR 155.50 | السعر: غير محدد
 - [كود: 361040012] بسوكت3/425واى فلتر BR 257.50 | السعر: غير محدد
 - [كود: 361040013] بسوكت3/432واى فلترBR | السعر: 320.75
 - [كود: 361050001] 1/2 20وصله بسن خارجى BR 123.00 | السعر: غير محدد
 - [كود: 361050003] 1/2 25وصله بسن خارجىBR | السعر: 168.75
 - [كود: 361050005] 4/3 32وصلة بسن خارجىBR | السعر: 265.75
 - [كود: 361050007] 4/1 -140وصلة بسن خارجى BR 547.50 | السعر: غير محدد
 - [كود: 361050011] 1/2 -275وصله بسن خارجىBR | السعر: 1525.75
 - [كود: 361050012] 3 90وصله بسن خارجىBR | السعر: 2480.75
 - [كود: 361050013] 4 110وصلة بسن خارجىBR | السعر: 4917.75
 - [كود: 361060001] 1/2 20وصلة بسن داخلى BR 115.50 | السعر: غير محدد
 - [كود: 361060003] 1/2 25وصلة بسن داخلى BR 152.00 | السعر: غير محدد
 - [كود: 361060005] 3/4 32وصله بسن داخلى BR 252.00 | السعر: غير محدد
 - [كود: 361060012] 1/2 -275وصله بسن داخلىBR | السعر: 1482.75
 - [كود: 361060013] 3 90وصلة بسن داخلىBR | السعر: 2464.25
 - [كود: 361060014] 4 110وصلة بسن داخلىBR | السعر: 4535.75
 - [كود: 365030005] UV أسود3/432تى بسن داخلىBR | السعر: 334.75
 - [كود: 365030006] UV أسود132تى بسن داخلىBR | السعر: 478.25
 - [كود: 365050005] UV أسود4/332وصلة بسن خارجىBR | السعر: 398.75
 - [كود: 365050006] UV أسود132وصله بسن خارجى BR 447.00 | السعر: غير محدد
 - [كود: 365050007] UV أسود4/1-140وصلة بسن خارجى BR 641.50 | السعر: غير محدد
 - [كود: 365050009] UV أسود1/2-150وصله بسن خارجىBR | السعر: 850.75
 - [كود: 365050010] UV أسود263وصله بسن خارجى BR 1292.50 | السعر: غير محدد
 - [كود: 365060005] UV أسود3/432وصله بسن داخلىBR | السعر: 367.75
 - [كود: 365060006] UV أسود132وصله بسن داخلىBR | السعر: 393.25
 - [كود: 365060008] UV أسود4/1-140وصلة بسن داخلى BR 564.00 | السعر: غير محدد
 - [كود: 365060010] UV أسود1/2-150وصله بسن داخلىBR | السعر: 748.25
 - [كود: 365060011] UV أسود263وصله بسن داخلى BR 1199.00 | السعر: غير محدد
 - [كود: 371020006] 3/4محبس طارة خضراء BR 327.00 | السعر: غير محدد
